zcta19,any_open_park,count_open_parks,count_open_parks_tc10,count_open_parks_tc5,count_open_parks_tc3,zcta_area,zcta_area_sqmiles,tot_park_area,tot_park_area_sqmiles,prop_park_area_zcta
"95490",1,8,8,"5 or more","3 or more",1.018e+09,393.0444,6.55e+07,25.27715,.0643112
"95492",1,17,"10 or more","5 or more","3 or more",49325534,19.04469,1271580,.4909597,.0257793
"95493",0,0,0,0,0,11795555,4.554289,0,0,0
"95494",0,0,0,0,0,2.666e+08,102.9431,0,0,0
"95497",1,1,1,1,1,42063636,16.24086,248086,.0957865,.0058979
"95501",1,25,"10 or more","5 or more","3 or more",22680334,8.756926,3408089,1.315871,.1502663
"95503",1,14,"10 or more","5 or more","3 or more",2.322e+08,89.64177,5020757,1.938525,.0216252
"95511",0,0,0,0,0,1.514e+08,58.45548,0,0,0
"95514",0,0,0,0,0,2.251e+08,86.91454,0,0,0
"84536",0,0,0,0,0,1.547e+09,597.3847,0,0,0
"85003",1,7,7,"5 or more","3 or more",4795025,1.85137,420040.1,.1621784,.0875991
"85004",1,7,7,"5 or more","3 or more",5283330,2.039905,230363.9,.088944,.043602
"85006",1,6,6,"5 or more","3 or more",10113100,3.90469,102514.3,.039581,.0101368
"85007",1,7,7,"5 or more","3 or more",11873334,4.58432,1006015,.3884245,.0847289
"85008",1,6,6,"5 or more","3 or more",27268633,10.52848,5488106,2.11897,.2012608
"85009",1,11,"10 or more","5 or more","3 or more",40573947,15.66569,501274.1,.193543,.0123546
"85012",1,2,2,2,2,5692702,2.197964,341474.7,.1318441,.0599846
"85013",1,4,4,4,4,9655464,3.727995,268181.9,.1035456,.0277751
"85014",1,3,3,3,"3 or more",10850931,4.189568,214579.5,.0828496,.0197752
"85015",1,5,5,"5 or more",5,12676437,4.8944,420920,.1625181,.0332049
"85016",1,6,6,"5 or more","3 or more",23592686,9.109187,4202110,1.622443,.1781107
"07310",1,1,1,1,1,1642041,.6339956,1859.083,.0007178,.0011322
"07311",1,1,1,1,1,85747,.0331071,579.683,.0002238,.0067604
"07401",1,4,4,4,4,8050144,3.108178,520342.8,.2009055,.0646377
"20785",1,24,"10 or more","5 or more","3 or more",25645794,9.901896,2171797,.8385355,.0846843
"07403",1,4,4,4,4,17615120,6.801236,3786008,1.461786,.2149295
"20794",1,6,6,"5 or more","3 or more",26480053,10.22401,782936.4,.3022934,.029567
"99174",0,0,0,0,0,348103,.1344033,0,0,0
"99176",0,0,0,0,0,98829034,38.1581,0,0,0
"99179",0,0,0,0,0,1.878e+08,72.49453,0,0,0
"99180",1,1,1,1,1,2.707e+08,104.5153,7.97e+07,30.75355,.2942491
"99181",0,0,0,0,0,2.582e+08,99.68382,0,0,0
"99185",0,0,0,0,0,7.137e+08,275.5585,0,0,0
"99201",1,17,"10 or more","5 or more","3 or more",8254204,3.186966,1108901,.4281492,.1343438
"99202",1,10,"10 or more","5 or more","3 or more",16159592,6.239254,406340.3,.1568889,.0251455
"99203",1,14,"10 or more","5 or more","3 or more",12142124,4.6881,842125.8,.3251466,.0693557
"99204",1,9,9,"5 or more","3 or more",2919982,1.127411,239664.5,.092535,.0820774
"99205",1,18,"10 or more","5 or more","3 or more",23345794,9.013862,2014674,.7778698,.0862971
"99206",1,5,5,"5 or more",5,60889415,23.50953,363278.3,.1402625,.0059662
"99207",1,12,"10 or more","5 or more","3 or more",14265425,5.507911,284468.3,.1098338,.0199411
"99208",1,18,"10 or more","5 or more","3 or more",1.274e+08,49.20846,1.20e+07,4.634915,.0941894
"99212",1,4,4,4,4,31794328,12.27586,36589.06,.0141271,.0011508
"99216",1,6,6,"5 or more","3 or more",34865347,13.46159,1334009,.5150636,.0382617
"99217",1,8,8,"5 or more","3 or more",1.324e+08,51.10155,1157847,.4470471,.0087482
"99218",1,6,6,"5 or more","3 or more",18977114,7.327105,400022.4,.1544495,.0210792
"99223",1,10,"10 or more","5 or more","3 or more",74184681,28.64287,1579713,.6099306,.0212943
"99224",1,21,"10 or more","5 or more","3 or more",3.042e+08,117.4596,1.70e+07,6.560124,.0558501
"99301",1,34,"10 or more","5 or more","3 or more",1.240e+09,478.7632,2755434,1.063879,.0022221
"99320",1,4,4,4,4,3.623e+08,139.8682,58528.8,.0225981,.0001616
"99321",0,0,0,0,0,1.024e+08,39.54811,0,0,0
"99322",0,0,0,0,0,6.399e+08,247.0592,0,0,0
"99323",1,2,2,2,2,3.464e+08,133.746,1.52e+07,5.879524,.0439604
"99324",1,3,3,3,"3 or more",7910778,3.054368,65363.75,.0252371,.0082626
"99326",1,5,5,"5 or more",5,7.111e+08,274.5605,70647.07,.027277,.0000993
"99328",1,4,4,4,4,1.667e+09,643.5859,306633.8,.118392,.000184
"99329",0,0,0,0,0,4729205,1.825956,0,0,0
"99330",0,0,0,0,0,1.996e+08,77.05192,0,0,0
"99333",0,0,0,0,0,2.428e+08,93.74523,0,0,0
"41605",0,0,0,0,0,4256703,1.643522,0,0,0
"41606",0,0,0,0,0,27131940,10.4757,0,0,0
"41607",0,0,0,0,0,14883904,5.746707,0,0,0
"41612",0,0,0,0,0,920026,.355224,0,0,0
"41615",0,0,0,0,0,15127237,5.840659,0,0,0
"41616",0,0,0,0,0,35446148,13.68583,0,0,0
"41619",0,0,0,0,0,12902063,4.981514,0,0,0
"41621",0,0,0,0,0,1782110,.6880765,0,0,0
"41622",0,0,0,0,0,3918344,1.512881,0,0,0
"41630",0,0,0,0,0,47686588,18.41189,0,0,0
"41631",0,0,0,0,0,30994441,11.96702,0,0,0
"41632",0,0,0,0,0,82424487,31.82427,0,0,0
"41635",0,0,0,0,0,53435099,20.63141,0,0,0
"41636",0,0,0,0,0,25375196,9.797418,0,0,0
"41640",0,0,0,0,0,1.345e+08,51.94262,0,0,0
"41642",0,0,0,0,0,24281830,9.375267,0,0,0
"41643",0,0,0,0,0,2195897,.8478405,0,0,0
"41645",0,0,0,0,0,33980879,13.12009,0,0,0
"41647",0,0,0,0,0,47903032,18.49546,0,0,0
"41649",1,1,1,1,1,60635379,23.41145,95884.03,.037021,.0015813
"41650",0,0,0,0,0,8954810,3.457471,0,0,0
"41653",1,5,5,"5 or more",5,3.131e+08,120.905,7559607,2.918781,.0241411
"41655",0,0,0,0,0,42935918,16.57765,0,0,0
"62282",0,0,0,0,0,2639448,1.019097,0,0,0
"54125",1,1,1,1,1,1.948e+08,75.22706,3.73e+07,14.40286,.1914586
"62284",1,1,1,1,1,72590969,28.02753,4620.635,.001784,.0000637
"62285",1,1,1,1,1,43457469,16.77902,110618.2,.0427099,.0025454
"54126",1,1,1,1,1,1.972e+08,76.14645,341354.2,.1317976,.0017308
"54127",0,0,0,0,0,218664,.0844266,0,0,0
"54128",1,1,1,1,1,1.369e+08,52.84549,293874.1,.1134654,.0021471
"54129",1,3,3,3,"3 or more",1.883e+08,72.69204,5221277,2.015946,.0277327
"62286",1,3,3,3,"3 or more",2.847e+08,109.9064,135993.9,.0525075,.0004777
"62288",1,3,3,3,"3 or more",98465428,38.01772,29039.95,.0112124,.0002949
"62289",0,0,0,0,0,534705,.2064508,0,0,0
"62292",0,0,0,0,0,3825566,1.477059,0,0,0
"62293",1,1,1,1,1,1.544e+08,59.60942,96246.66,.037161,.0006234
"54130",1,13,"10 or more","5 or more","3 or more",2.094e+08,80.86114,591302.7,.2283033,.0028234
"62294",1,5,5,"5 or more",5,81105011,31.31482,561170.6,.2166692,.0069191
"62295",0,0,0,0,0,1.932e+08,74.5867,0,0,0
"62297",0,0,0,0,0,62454914,24.11398,0,0,0
"54135",0,0,0,0,0,2.173e+08,83.90201,0,0,0
"54136",1,8,8,"5 or more","3 or more",5680586,2.193286,384244.2,.1483575,.0676417
"54137",0,0,0,0,0,67760381,26.16243,0,0,0
"54138",1,1,1,1,1,1.928e+08,74.42791,1.40e+08,54.19305,.728128
"62298",1,4,4,4,4,3.773e+08,145.6659,851887.4,.3289156,.002258
"54139",0,0,0,0,0,2.490e+08,96.15704,0,0,0
"54140",1,10,"10 or more","5 or more","3 or more",8693912,3.356738,404155.6,.1560454,.0464872
"54141",0,0,0,0,0,80159322,30.94969,0,0,0
"56547",0,0,0,0,0,4.024e+08,155.3714,0,0,0
"56548",0,0,0,0,0,1.670e+08,64.47145,0,0,0
"56549",1,1,1,1,1,5.513e+08,212.8596,958.5054,.0003701,1.74e-06
"56550",0,0,0,0,0,1.513e+08,58.39962,0,0,0
"56551",0,0,0,0,0,2.974e+08,114.8102,0,0,0
"56552",0,0,0,0,0,1.293e+08,49.91369,0,0,0
"56553",0,0,0,0,0,1.626e+08,62.79106,0,0,0
"56554",1,1,1,1,1,3.477e+08,134.2502,1.20e+07,4.632287,.0345049
"56556",0,0,0,0,0,2.609e+08,100.7263,0,0,0
"56557",0,0,0,0,0,6.559e+08,253.2331,0,0,0
"56560",1,59,"10 or more","5 or more","3 or more",4.100e+08,158.2857,2983559,1.151959,.0072777
"56565",0,0,0,0,0,74545934,28.78235,0,0,0
"56566",0,0,0,0,0,56059069,21.64453,0,0,0
"56567",0,0,0,0,0,3.893e+08,150.2967,0,0,0
"56568",0,0,0,0,0,87080233,33.62186,0,0,0
"56569",1,1,1,1,1,3.496e+08,134.9766,1.20e+07,4.623719,.0342557
"56570",0,0,0,0,0,2.756e+08,106.3976,0,0,0
"56571",0,0,0,0,0,1.681e+08,64.88619,0,0,0
"56572",1,1,1,1,1,5.128e+08,197.9812,971175.4,.3749729,.001894
"56573",1,9,9,"5 or more","3 or more",4.049e+08,156.3469,389966,.1505667,.000963
"56574",0,0,0,0,0,1.543e+08,59.57762,0,0,0
"56575",0,0,0,0,0,4.263e+08,164.6032,0,0,0
"56576",0,0,0,0,0,1.421e+08,54.85091,0,0,0
"56577",0,0,0,0,0,1064737,.4110973,0,0,0
"56578",0,0,0,0,0,2.199e+08,84.91869,0,0,0
"56579",0,0,0,0,0,5.092e+08,196.6054,0,0,0
"56580",0,0,0,0,0,1.647e+08,63.58878,0,0,0
"08038",0,0,0,0,0,54578450,21.07286,0,0,0
"08039",0,0,0,0,0,2670838,1.031216,0,0,0
"08041",1,1,1,1,1,29525217,11.39975,67280.98,.0259773,.0022788
"08042",0,0,0,0,0,1720018,.6641027,0,0,0
"08043",1,5,5,"5 or more",5,30108283,11.62487,99708.34,.0384976,.0033117
"08045",1,1,1,1,1,3370775,1.301463,47224.95,.0182337,.0140101
"08046",1,2,2,2,2,19650363,7.587048,36875.16,.0142376,.0018766
"21502",1,28,"10 or more","5 or more","3 or more",2.362e+08,91.19431,6834018,2.638629,.0289341
"21520",0,0,0,0,0,1.585e+08,61.21181,0,0,0
"08048",1,1,1,1,1,34421262,13.29012,35492.42,.0137037,.0010311
"08049",1,2,2,2,2,3260166,1.258757,27889.64,.0107682,.0085547
"21521",1,2,2,2,2,60116722,23.2112,73460.46,.0283632,.001222
"21522",0,0,0,0,0,6685914,2.581446,0,0,0
"68714",0,0,0,0,0,1.886e+09,728.0592,0,0,0
"68715",0,0,0,0,0,1.466e+08,56.59189,0,0,0
"68716",0,0,0,0,0,1.567e+08,60.5153,0,0,0
"68717",0,0,0,0,0,58872543,22.73082,0,0,0
"68718",0,0,0,0,0,5.911e+08,228.2371,0,0,0
"68720",0,0,0,0,0,1.729e+08,66.75814,0,0,0
"68722",0,0,0,0,0,2.414e+08,93.21927,0,0,0
"68723",0,0,0,0,0,1.797e+08,69.36401,0,0,0
"68724",0,0,0,0,0,88345094,34.11023,0,0,0
"68725",0,0,0,0,0,4.355e+08,168.1435,0,0,0
"68726",0,0,0,0,0,3.130e+08,120.8508,0,0,0
"68727",0,0,0,0,0,1.841e+08,71.09052,0,0,0
"68728",0,0,0,0,0,62638467,24.18485,0,0,0
"68729",0,0,0,0,0,4.107e+08,158.5841,0,0,0
"68730",0,0,0,0,0,3.861e+08,149.0791,0,0,0
"68731",1,6,6,"5 or more","3 or more",95185584,36.75136,122591.7,.0473329,.0012879
"68732",0,0,0,0,0,1.215e+08,46.90505,0,0,0
"68733",0,0,0,0,0,2.571e+08,99.27342,0,0,0
"68734",0,0,0,0,0,62576137,24.16078,0,0,0
"68735",0,0,0,0,0,9.653e+08,372.7131,0,0,0
"68736",0,0,0,0,0,1.816e+08,70.10251,0,0,0
"68739",0,0,0,0,0,5.775e+08,222.9866,0,0,0
"68740",0,0,0,0,0,1.815e+08,70.09529,0,0,0
"68741",0,0,0,0,0,1.659e+08,64.07317,0,0,0
"68742",0,0,0,0,0,1.009e+08,38.97025,0,0,0
"68743",0,0,0,0,0,1.677e+08,64.74055,0,0,0
"68745",0,0,0,0,0,3.086e+08,119.1614,0,0,0
"68746",0,0,0,0,0,6.164e+08,237.9755,0,0,0
"68747",0,0,0,0,0,83009349,32.05009,0,0,0
"68748",0,0,0,0,0,4.387e+08,169.401,0,0,0
"68749",0,0,0,0,0,5226604,2.018003,0,0,0
"43722",0,0,0,0,0,1935116,.7471524,0,0,0
"49887",1,1,1,1,1,5.917e+08,228.4401,2.01e+08,77.51469,.3393218
"49891",1,2,2,2,2,2.217e+08,85.58407,3.94e+07,15.23143,.1779703
"43723",1,2,2,2,2,46066346,17.78632,56662.75,.0218776,.00123
"23005",1,7,7,"5 or more","3 or more",1.758e+08,67.89439,99803.02,.0385342,.0005676
"49892",1,2,2,2,2,4.308e+08,166.3275,6181205,2.386576,.0143487
"49893",1,1,1,1,1,1.963e+08,75.78347,1.75e+07,6.753937,.0891215
"49894",1,1,1,1,1,2244058,.8664356,32108.54,.0123972,.0143082
"23009",0,0,0,0,0,2.035e+08,78.55832,0,0,0
"23011",0,0,0,0,0,67495120,26.06001,0,0,0
"23015",0,0,0,0,0,2.119e+08,81.80566,0,0,0
"23021",0,0,0,0,0,13241894,5.112724,0,0,0
"43724",1,2,2,2,2,4.046e+08,156.2355,4670701,1.803368,.0115426
"23022",0,0,0,0,0,69609789,26.87649,0,0,0
"23023",0,0,0,0,0,52132697,20.12855,0,0,0
"49895",1,1,1,1,1,5.866e+08,226.481,4.02e+08,155.0336,.6845323
"49896",1,1,1,1,1,1.523e+08,58.81734,9407363,3.632203,.061754
"49901",0,0,0,0,0,6206199,2.396227,0,0,0
"49902",0,0,0,0,0,816799,.3153678,0,0,0
"49903",0,0,0,0,0,4.887e+08,188.6827,0,0,0
"72471",0,0,0,0,0,2.195e+08,84.74113,0,0,0
"72472",1,5,5,"5 or more",5,4.595e+08,177.4218,231209,.0892703,.0005032
"72473",0,0,0,0,0,1.500e+08,57.9078,0,0,0
"72476",1,1,1,1,1,5.180e+08,199.9846,394040.8,.15214,.0007608
"72478",0,0,0,0,0,1.323e+08,51.09705,0,0,0
"72479",0,0,0,0,0,5.137e+08,198.3574,0,0,0
"72482",0,0,0,0,0,1.790e+08,69.12072,0,0,0
"72501",1,4,4,4,4,7.956e+08,307.1714,373476.3,.1442,.0004694
"72512",0,0,0,0,0,59971339,23.15506,0,0,0
"72513",0,0,0,0,0,2.444e+08,94.373,0,0,0
"72515",0,0,0,0,0,25279088,9.76031,0,0,0
"72517",0,0,0,0,0,88765151,34.27242,0,0,0
"72519",1,1,1,1,1,3.951e+08,152.554,1.41e+08,54.48366,.3571434
"72520",0,0,0,0,0,66048347,25.50141,0,0,0
"72521",0,0,0,0,0,3.255e+08,125.6843,0,0,0
"72522",0,0,0,0,0,15222573,5.877468,0,0,0
"72523",0,0,0,0,0,1.034e+08,39.91537,0,0,0
"72524",0,0,0,0,0,1.474e+08,56.92667,0,0,0
"72526",0,0,0,0,0,13959747,5.389888,0,0,0
"72527",0,0,0,0,0,10272406,3.966198,0,0,0
"72528",0,0,0,0,0,10355509,3.998284,0,0,0
"72529",1,7,7,"5 or more","3 or more",52896231,20.42335,148976.2,.05752,.0028164
"72530",0,0,0,0,0,3.064e+08,118.2902,0,0,0
"72531",0,0,0,0,0,1.670e+08,64.47957,0,0,0
"72532",0,0,0,0,0,2.689e+08,103.8081,0,0,0
"72533",1,1,1,1,1,1.114e+08,42.99409,6.84e+07,26.39607,.6139465
"72534",0,0,0,0,0,1.602e+08,61.85012,0,0,0
"72536",0,0,0,0,0,65804512,25.40726,0,0,0
"72537",0,0,0,0,0,85480888,33.00436,0,0,0
"72538",0,0,0,0,0,1.206e+08,46.55367,0,0,0
"72539",0,0,0,0,0,42774985,16.51551,0,0,0
"72540",0,0,0,0,0,48801526,18.84237,0,0,0
"72542",1,1,1,1,1,4.131e+08,159.4847,4388.047,.0016942,.0000106
"72543",1,2,2,2,2,3.134e+08,121.0114,43067.09,.0166283,.0001374
"72544",0,0,0,0,0,80216021,30.97158,0,0,0
"72546",0,0,0,0,0,10084093,3.89349,0,0,0
"72550",0,0,0,0,0,1.208e+08,46.65968,0,0,0
"64426",0,0,0,0,0,1.352e+08,52.21344,0,0,0
"64427",0,0,0,0,0,1.596e+08,61.61552,0,0,0
"64428",0,0,0,0,0,2.518e+08,97.22343,0,0,0
"58654",0,0,0,0,0,1.235e+09,476.7605,0,0,0
"58655",0,0,0,0,0,2.572e+08,99.30721,0,0,0
"58656",0,0,0,0,0,4.755e+08,183.5908,0,0,0
"64429",1,3,3,3,"3 or more",4.095e+08,158.1257,71137.5,.0274663,.0001737
"64430",0,0,0,0,0,1.075e+08,41.51614,0,0,0
"64431",0,0,0,0,0,1.268e+08,48.96873,0,0,0
"64432",0,0,0,0,0,523005,.2019334,0,0,0
"64433",0,0,0,0,0,1968513,.7600471,0,0,0
"64434",0,0,0,0,0,91038206,35.15005,0,0,0
"64436",0,0,0,0,0,84257460,32.53199,0,0,0
"64437",0,0,0,0,0,4.126e+08,159.2953,0,0,0
"64438",0,0,0,0,0,1.208e+08,46.65626,0,0,0
"64439",0,0,0,0,0,1.387e+08,53.53634,0,0,0
"64440",0,0,0,0,0,97659854,37.70668,0,0,0
"64441",0,0,0,0,0,1.324e+08,51.10489,0,0,0
"58701",1,12,"10 or more","5 or more","3 or more",5.800e+08,223.9233,566463.4,.2187127,.0009767
"58702",0,0,0,0,0,12695,.0049016,0,0,0
"64442",0,0,0,0,0,2.172e+08,83.85839,0,0,0
"64443",0,0,0,0,0,1.274e+08,49.19793,0,0,0
"64444",0,0,0,0,0,90809384,35.0617,0,0,0
"64445",0,0,0,0,0,1.094e+08,42.22734,0,0,0
"64446",0,0,0,0,0,3.806e+08,146.9567,0,0,0
"58703",1,9,9,"5 or more","3 or more",4.189e+08,161.7507,508161,.1962021,.001213
"64448",0,0,0,0,0,99017563,38.2309,0,0,0
"24017",1,9,9,"5 or more","3 or more",23306967,8.99887,314481.1,.1214218,.013493
"54666",1,1,1,1,1,6.182e+08,238.6774,3.68e+07,14.19615,.0594784
"62863",1,7,7,"5 or more","3 or more",3.964e+08,153.0618,271720.1,.1049117,.0006854
"24018",1,8,8,"5 or more","3 or more",1.178e+08,45.46531,5768068,2.227064,.0489838
"54667",0,0,0,0,0,2.264e+08,87.41641,0,0,0
"38363",0,0,0,0,0,2.467e+08,95.25423,0,0,0
"38365",0,0,0,0,0,1172163,.4525747,0,0,0
"38366",0,0,0,0,0,1.196e+08,46.16457,0,0,0
"44683",1,2,2,2,2,1.795e+08,69.31269,70998.6,.0274127,.0003955
"54669",1,10,"10 or more","5 or more","3 or more",1.350e+08,52.1072,1181254,.4560847,.0087528
"34608",1,2,2,2,2,41809719,16.14282,136049.3,.0525289,.003254
"38367",0,0,0,0,0,2.023e+08,78.1041,0,0,0
"54670",0,0,0,0,0,1.399e+08,54.00105,0,0,0
"44685",1,6,6,"5 or more","3 or more",66511152,25.6801,292680.5,.1130046,.0044005
"44687",0,0,0,0,0,168437,.0650339,0,0,0
"38368",0,0,0,0,0,1.399e+08,54.00335,0,0,0
"24019",1,10,"10 or more","5 or more","3 or more",81162098,31.33686,1.13e+07,4.365057,.1392947
"24020",0,0,0,0,0,708521,.2735615,0,0,0
"44688",0,0,0,0,0,59706911,23.05297,0,0,0
"44689",0,0,0,0,0,9501986,3.668737,0,0,0
"04057",0,0,0,0,0,142741,.0551126,0,0,0
"04061",0,0,0,0,0,52645983,20.32673,0,0,0
"04062",1,3,3,3,"3 or more",1.288e+08,49.74814,1508190,.5823156,.0117053
"04063",0,0,0,0,0,1742189,.6726629,0,0,0
"04064",1,3,3,3,"3 or more",19322308,7.460385,572751.8,.2211407,.029642
"04066",0,0,0,0,0,10713895,4.136658,0,0,0
"04068",0,0,0,0,0,85458465,32.9957,0,0,0
"04069",0,0,0,0,0,59230948,22.8692,0,0,0
"04071",1,2,2,2,2,1.129e+08,43.58005,578952,.2235346,.0051293
"04072",1,18,"10 or more","5 or more","3 or more",1.074e+08,41.45585,909694.5,.351235,.0084725
"04073",1,11,"10 or more","5 or more","3 or more",98916712,38.19196,369546.1,.1426825,.0037359
"04074",1,7,7,"5 or more","3 or more",1.362e+08,52.58129,1.18e+07,4.572701,.0869644
"16682",0,0,0,0,0,555565,.2145049,0,0,0
"16683",1,1,1,1,1,39544831,15.26834,1.33e+07,5.127731,.3358407
"16685",1,1,1,1,1,23614097,9.117454,8241018,3.181875,.3489872
"16686",1,8,8,"5 or more","3 or more",3.505e+08,135.3447,6.60e+07,25.48312,.1882831
"16689",0,0,0,0,0,53070420,20.4906,0,0,0
"16691",0,0,0,0,0,74803896,28.88195,0,0,0
"16692",0,0,0,0,0,43856662,16.93315,0,0,0
"16693",0,0,0,0,0,1.941e+08,74.95287,0,0,0
"16694",0,0,0,0,0,5757038,2.222805,0,0,0
"16695",0,0,0,0,0,40909264,15.79516,0,0,0
"16699",0,0,0,0,0,164936,.0636821,0,0,0
"15001",1,6,6,"5 or more","3 or more",1.590e+08,61.37768,394903.3,.152473,.0024842
"15003",1,6,6,"5 or more","3 or more",17877379,6.902494,416811.8,.1609319,.023315
"15004",0,0,0,0,0,811309,.3132482,0,0,0
"15005",1,6,6,"5 or more","3 or more",41401081,15.98505,1213631,.4685853,.029314
"44632",1,4,4,4,4,72021528,27.80767,2987821,1.153604,.0414851
"34470",1,12,"10 or more","5 or more","3 or more",30127192,11.63217,1814171,.7004554,.0602171
"62816",0,0,0,0,0,1.068e+08,41.24342,0,0,0
"54624",0,0,0,0,0,1.755e+08,67.77409,0,0,0
"54625",0,0,0,0,0,16336037,6.307379,0,0,0
"44633",0,0,0,0,0,59820709,23.0969,0,0,0
"38311",0,0,0,0,0,1.591e+08,61.41457,0,0,0
"62817",0,0,0,0,0,1.808e+08,69.81636,0,0,0
"54626",0,0,0,0,0,1.768e+08,68.24672,0,0,0
"44634",0,0,0,0,0,49349121,19.0538,0,0,0
"62818",0,0,0,0,0,67303617,25.98607,0,0,0
"38313",0,0,0,0,0,1.883e+08,72.71022,0,0,0
"62819",1,1,1,1,1,2979661,1.150454,9628.531,.0037176,.0032314
"62820",0,0,0,0,0,55070714,21.26292,0,0,0
"44637",0,0,0,0,0,1.441e+08,55.62755,0,0,0
"54627",0,0,0,0,0,2.129e+08,82.18901,0,0,0
"38315",1,2,2,2,2,2.889e+08,111.5585,46247.79,.0178564,.0001601
"44638",0,0,0,0,0,73899497,28.53275,0,0,0
"44640",1,1,1,1,1,625794,.2416204,1557.547,.0006014,.0024889
"54628",0,0,0,0,0,1.937e+08,74.80436,0,0,0
"34471",1,26,"10 or more","5 or more","3 or more",51169528,19.75666,1723029,.6652654,.033673
"38316",0,0,0,0,0,1.654e+08,63.86372,0,0,0
"54629",1,1,1,1,1,3.091e+08,119.34,3472.032,.0013406,.0000112
"38317",0,0,0,0,0,93593633,36.1367,0,0,0
"53827",0,0,0,0,0,90014499,34.75479,0,0,0
"62051",1,1,1,1,1,99693212,38.49176,38702.93,.0149433,.0003882
"62052",1,5,5,"5 or more",5,3.654e+08,141.0828,299164.8,.1155082,.0008187
"62053",0,0,0,0,0,1.209e+08,46.6911,0,0,0
"62054",0,0,0,0,0,1.009e+08,38.97052,0,0,0
"53901",1,15,"10 or more","5 or more","3 or more",3.916e+08,151.2168,602289.8,.2325454,.0015378
"53910",0,0,0,0,0,1.603e+08,61.90665,0,0,0
"46133",0,0,0,0,0,63676889,24.58578,0,0,0
"46135",1,3,3,3,"3 or more",4.333e+08,167.2962,401437.8,.154996,.0009265
"46140",1,11,"10 or more","5 or more","3 or more",4.407e+08,170.1495,1226442,.473532,.002783
"46142",1,6,6,"5 or more","3 or more",39207312,15.13803,221746.6,.0856168,.0056557
"46143",1,9,9,"5 or more","3 or more",1.267e+08,48.90812,798998.9,.3084952,.0063076
"46144",0,0,0,0,0,1342908,.5184997,0,0,0
"46146",0,0,0,0,0,2014476,.7777935,0,0,0
"46147",0,0,0,0,0,1.528e+08,58.97889,0,0,0
"46148",1,1,1,1,1,1.328e+08,51.28991,120015.3,.0463382,.0009035
"46149",0,0,0,0,0,68000328,26.25507,0,0,0
"46150",0,0,0,0,0,63959256,24.69481,0,0,0
"46151",1,5,5,"5 or more",5,5.404e+08,208.6621,405491.6,.1565612,.0007503
"46155",0,0,0,0,0,59165,.0228437,0,0,0
"46156",0,0,0,0,0,1.059e+08,40.87698,0,0,0
"46157",0,0,0,0,0,82929767,32.01936,0,0,0
"22719",1,1,1,1,1,52799400,20.38596,1.68e+07,6.47912,.3178226
"22720",0,0,0,0,0,53786022,20.7669,0,0,0
"22722",0,0,0,0,0,9130295,3.525227,0,0,0
"22723",0,0,0,0,0,11122746,4.294516,0,0,0
"49769",1,1,1,1,1,1.456e+08,56.20273,4.77e+07,18.42934,.3279083
"22724",0,0,0,0,0,55083281,21.26777,0,0,0
"22726",0,0,0,0,0,41263282,15.93184,0,0,0
"22727",1,1,1,1,1,2.631e+08,101.582,459265.9,.1773236,.0017456
"22728",0,0,0,0,0,1.177e+08,45.45191,0,0,0
"22729",0,0,0,0,0,14503524,5.599842,0,0,0
"42404",0,0,0,0,0,2.316e+08,89.41786,0,0,0
"48749",1,1,1,1,1,91204327,35.21419,1.95e+07,7.541327,.2141559
"42406",0,0,0,0,0,2.769e+08,106.8984,0,0,0
"39530",1,16,"10 or more","5 or more","3 or more",27754193,10.71595,150634.3,.0581602,.0054274
"48750",1,9,9,"5 or more","3 or more",2.788e+08,107.6446,1.59e+08,61.22254,.5687469
"42408",0,0,0,0,0,3.385e+08,130.711,0,0,0
"48754",0,0,0,0,0,94761590,36.58765,0,0,0
"20812",1,4,4,4,4,865026,.3339884,329005.8,.1270299,.3803421
"07405",1,19,"10 or more","5 or more","3 or more",54124787,20.8977,7358047,2.840958,.135946
"07407",1,10,"10 or more","5 or more","3 or more",7056517,2.724536,281698.7,.1087645,.0399204
"20814",1,12,"10 or more","5 or more","3 or more",13261396,5.120254,1193037,.4606343,.0899632
"20815",1,38,"10 or more","5 or more","3 or more",14093022,5.441346,1821882,.7034324,.1292754
"07410",1,11,"10 or more","5 or more","3 or more",13501243,5.212859,798058.7,.3081322,.05911
"07416",1,6,6,"5 or more","3 or more",25173105,9.71939,691213.9,.2668792,.0274584
"20816",1,14,"10 or more","5 or more","3 or more",10529309,4.065389,1179659,.4554689,.1120358
"07417",1,4,4,4,4,25593617,9.881751,635352.8,.2453111,.0248247
"07418",1,4,4,4,4,12281788,4.742025,1807866,.6980211,.1471989
"07419",1,5,5,"5 or more",5,40882472,15.78481,2084892,.8049814,.0509972
"07420",1,1,1,1,1,7972527,3.07821,46409.95,.017919,.0058212
"20817",1,23,"10 or more","5 or more","3 or more",36165300,13.9635,2670329,1.03102,.0738368
"20818",1,6,6,"5 or more","3 or more",3762747,1.452805,613798.9,.2369891,.1631252
"07421",1,11,"10 or more","5 or more","3 or more",72331929,27.92751,2.85e+07,10.98524,.3933481
"20832",1,12,"10 or more","5 or more","3 or more",26158458,10.09984,1661264,.6414175,.0635077
"20833",1,11,"10 or more","5 or more","3 or more",52431454,20.2439,6622180,2.556838,.1263017
"07422",1,2,2,2,2,34841090,13.45222,1.57e+07,6.073334,.4514744
